 First iteration    1404.3161511149442             1130   1.2427576558539328     
After minimisation    1363.82  1130     1.207

  Partial chi2s 
Dataset    1    454.79   377  HERA1+2 NCep 920                                
Dataset    2     68.10    70  HERA1+2 NCep 820                                
Dataset    3    229.63   254  HERA1+2 NCep 575                                
Dataset    4    221.83   204  HERA1+2 NCep 460                                
Dataset    5    211.85   159  HERA1+2 NCem                                    
Dataset    6     44.84    39  HERA1+2 CCep                                    
Dataset    7     47.24    42  HERA1+2 CCem                                    

 Correlated Chi2    85.539785735474041     
 Systematic shifts          169
  
                                Name          Shift   +/-    Error          Type
    1  sysHZComb1001                          0.3482   +/-   0.9326        :N:M:D
    2  sysHZComb1002                         -0.5195   +/-   0.9363        :N:M:D
    3  sysHZComb1003                          1.2893   +/-   0.5559        :N:M:D
    4  sysHZComb1004                          0.2069   +/-   0.6182        :N:M:D
    5  sysHZComb1005                          1.1263   +/-   0.6089        :N:M:D
    6  sysHZComb1006                         -1.0757   +/-   0.7876        :N:M:D
    7  sysHZComb1007                          0.1628   +/-   0.9982        :N:M:D
    8  sysHZComb1008                          0.0754   +/-   0.9983        :N:M:D
    9  sysHZComb1009                         -0.0697   +/-   0.9013        :N:M:D
   10  sysHZComb1010                         -0.3168   +/-   0.9933        :N:M:D
   11  sysHZComb1011                         -0.7594   +/-   0.9654        :N:M:D
   12  sysHZComb1012                          0.3779   +/-   0.9714        :N:M:D
   13  sysHZComb1013                         -0.5034   +/-   0.9608        :N:M:D
   14  sysHZComb1014                         -0.1235   +/-   0.9868        :N:M:D
   15  sysHZComb1015                         -0.0881   +/-   0.9615        :N:M:D
   16  sysHZComb1016                         -0.2045   +/-   0.9747        :N:M:D
   17  sysHZComb1017                         -0.3481   +/-   0.9702        :N:M:D
   18  sysHZComb1018                          0.2373   +/-   0.8233        :N:M:D
   19  sysHZComb1019                         -0.4019   +/-   0.9834        :N:M:D
   20  sysHZComb1020                         -0.4604   +/-   0.9811        :N:M:D
   21  sysHZComb1021                          0.0677   +/-   0.9732        :N:M:D
   22  sysHZComb1022                          0.2779   +/-   0.9681        :N:M:D
   23  sysHZComb1023                          0.0991   +/-   0.9448        :N:M:D
   24  sysHZComb1024                         -0.0402   +/-   0.9878        :N:M:D
   25  sysHZComb1025                          0.1132   +/-   0.9932        :N:M:D
   26  sysHZComb1026                         -0.9536   +/-   0.9174        :N:M:D
   27  sysHZComb1027                         -0.9813   +/-   0.9532        :N:M:D
   28  sysHZComb1028                          0.6099   +/-   0.9744        :N:M:D
   29  sysHZComb1029                         -0.0692   +/-   0.9175        :N:M:D
   30  sysHZComb1030                          0.0051   +/-   0.9433        :N:M:D
